,20 con 100,20 con 1000,20 con 10000
0,1.532008488386705,1.5320737581862374,2.160409383603041
1,2.1603566362811675,2.160413026034921,1.5320934682866623
2,2.160034775452343,1.3019876992333126,2.16041491294221
3,0.9037402756144008,3.4170428778253696,1.532096268717873
4,2.788349841923174,0.9037223532530994,2.7887319640115065
5,1.5310550500255866,1.532094372611541,0.9037761463001547
6,2.1603718192475956,-0.699743616211008,2.1604134195136533
7,0.9035397908863004,2.788729386406952,-0.6996819962026415
8,0.9036904229947663,1.532095660714538,0.7610366113572377
9,2.788543453619404,2.7887097297746672,2.7887328930641155
10,0.0399620264954999,2.1603963583038794,-2.5634757987083026
11,2.788552496588196,2.160389839086628,2.1604146191066373
12,2.160404764674713,2.7887214895374752,2.7887311761329636
13,1.5315594124875136,3.4170506186602223,2.160414161253486
14,0.9034280405191928,1.53205908952163,2.788732353700122
15,2.1604016299711035,2.1604120772370212,2.7887325223451187
16,2.1603639951453664,3.417037980209532,0.877719768920371
17,1.5319673733154229,1.5320655157941543,2.788733487352597
18,2.1603869709806522,1.5320955731985453,2.7887278742053097
19,2.160385560831832,-1.3166065303328591,2.788732309492447
